,selling_price,new-price,year,km_driven,mileage
4093,450000,1920000,2014,120000,15.4
4094,925000,2010000,2016,45000,21.38
4095,1450000,2733000,2018,58000,13.68
4096,950000,1691000,2018,28000,18.1
4097,275000,449000,2018,25000,24.7
4098,819999,1017000,2018,11000,15.5
4099,525000,1629000,2013,7979,16.8
4100,400000,632000,2018,14500,23.1
4101,300000,620000,2017,25000,25.17
4102,459999,986000,2015,25000,20.85
4103,450000,1126000,2015,44000,25.8
4104,480000,1300000,2015,20000,18.6
4105,200000,1044999,2008,500000,13.6
4106,599000,1752000,2015,57000,22.32
4107,250000,2141000,2011,87000,11.57
4108,250000,449000,2017,30000,24.7
4109,785000,1474000,2018,80000,21.5
4110,135000,1752000,2006,120000,18.1
4111,459999,986000,2016,20000,20.85
4112,982000,1909000,2019,20000,15.4
4113,270000,890000,2011,35000,18.6
4114,290000,679000,2014,46652,20.51
4115,430000,715000,2015,20000,20.51
4116,550000,1946000,2015,71500,15.4
4117,810000,1047000,2019,24000,21.01
4118,225000,722000,2014,120000,18.9
4119,321000,457000,2017,10000,24.7
4120,1400000,2278000,2018,40000,16.0
4121,580000,1240000,2016,70100,22.54
4122,500000,2141000,2007,60000,13.93
4123,300000,606000,2016,15000,23.01
4124,310000,458000,2018,50000,24.7
4125,950000,1328000,2018,25358,21.7
4126,850000,1929000,2015,100000,15.4
4127,500000,722000,2018,35000,18.9
4128,295000,738000,2017,15000,20.63
4129,1330000,2010000,2018,35000,19.67
4130,700000,1009000,2018,5000,21.01
4131,515000,762000,2018,21814,23.84
4132,869999,1325000,2018,40000,23.0
4133,550000,1243000,2015,45000,22.54
4134,665000,1629000,2015,45000,17.4
4135,300000,1044999,2008,95000,13.6
4136,850000,1293000,2019,25000,23.7
4137,400000,1920000,2014,30000,15.4
4138,300000,848000,2018,65000,18.15
4139,950000,1627000,2018,50000,16.55
4140,350000,620000,2019,10000,25.17
4141,600000,2278000,2013,163168,15.1
4142,749000,1333000,2017,22542,25.5
4143,600000,1929000,2012,80000,12.05
4144,905000,1246000,2019,20000,17.0
4145,620000,1240000,2016,68000,22.54
4146,1650000,2824000,2018,60000,13.68
4147,660000,1000000,2019,30000,26.1
4148,368000,500000,2020,10000,15.37
4149,275000,599000,2016,50000,25.17
4150,1600000,2278000,2020,20000,15.1
4151,650000,1255000,2018,18000,18.6
4152,360000,632000,2017,40000,23.1
4153,835000,1018000,2019,11000,19.0
4154,120000,688000,2006,60000,18.9
4155,750000,890000,2018,12550,22.0
4156,190000,891000,2008,34273,16.1
4157,1040000,1340000,2019,4500,19.01
4158,350000,775000,2018,50000,23.84
4159,300000,500000,2015,20000,15.37
4160,650000,1003999,2019,9000,21.21
4161,350000,1107000,2013,80000,25.8
4162,409999,689000,2017,10000,20.51
4163,670000,1246000,2015,30000,15.9
4164,342000,802000,2018,60000,18.16
4165,425000,632000,2018,15000,23.1
4166,530000,739000,2019,1041,19.02
4167,270000,458000,2016,36172,24.7
4168,400000,689000,2018,6000,21.79
4169,250000,2461000,2007,70000,13.5
4170,250000,925000,2015,85000,25.83
4171,299000,1629000,2009,57500,17.0
4172,710000,1383000,2018,4000,18.6
4173,375000,701000,2018,40000,20.51
4174,400000,1748000,2011,93292,17.0
4175,380000,701000,2018,52000,21.79
4176,349000,560000,2020,10000,20.71
4177,229999,789000,2011,25000,15.6
4178,935000,2125000,2016,52000,21.38
4179,440000,842000,2018,15000,20.89
4180,565000,1167000,2015,34520,16.02
4181,425000,1300000,2015,50000,18.6
4182,319000,1107000,2014,46532,25.8
4183,420000,701000,2018,9700,20.51
4184,1500000,2303000,2018,40000,15.1
4185,550000,1253000,2018,10000,17.0
4186,780000,986000,2017,10000,22.0
4187,220000,701000,2012,56890,18.9
4188,240000,701000,2009,55812,18.9
4189,640000,891000,2018,10000,22.0
4190,235000,449000,2013,33682,22.74
4191,550000,1000000,2015,77506,25.83
4192,215000,944000,2012,55261,20.0
4193,670000,1929000,2014,47000,12.05
4194,330000,599000,2018,20000,24.04
4195,400000,1034000,2011,120000,13.6
4196,540000,1018000,2017,48000,18.1
4197,290000,701000,2013,72000,18.9
4198,215000,599000,2016,60000,23.01
4199,790000,1034000,2019,5000,15.96
4200,450000,1085000,2015,31000,18.7
4201,350000,689000,2016,37500,20.51
4202,445000,1689000,2012,60000,22.32
4203,680000,1748999,2016,52000,25.0
4204,325000,701000,2016,40000,20.51
4205,350000,701000,2016,58000,20.51
4206,875000,1307000,2019,15000,21.56
4207,415000,738000,2019,23000,19.83
4208,250000,457000,2014,40000,22.74
4209,235000,909000,2014,36000,20.0
4210,785000,981000,2019,50000,26.1
4211,850000,2278000,2015,70000,16.0
4212,380000,1560000,2012,70000,17.01
4213,325000,809000,2016,48000,23.84
4214,350000,650000,2017,50000,23.1
4215,200000,986999,2010,120000,17.5
4216,500000,1292000,2015,95945,15.63
4217,350000,689000,2016,20673,18.9
4218,1000000,2438000,2015,80000,15.1
4219,530000,1707000,2014,171000,25.1
4220,509999,843000,2017,5000,18.16
4221,625000,736000,2019,10000,18.9
4222,325000,1928000,2009,178000,12.05
4223,790000,1300000,2018,10000,18.6
4224,952000,1325000,2019,6000,23.0
4225,125000,1614999,2007,70000,13.9
4226,950000,1560000,2018,4000,17.0
4227,500000,1651000,2015,65000,26.0
4228,540000,1256000,2017,26000,18.6
4229,850000,1394000,2017,36000,21.7
4230,200000,637000,2015,212000,19.0
4231,300000,599000,2020,25000,23.01
4232,220000,701000,2012,60000,18.9
4233,470000,775000,2018,20000,23.84
4234,780000,980000,2019,5000,24.4
4235,530000,1262000,2016,36889,20.73
4236,450000,708000,2020,10000,20.52
4237,1500000,2824000,2017,100000,13.68
4238,160000,701000,2011,130890,18.9
4239,380000,1748000,2010,100380,15.6
4240,375000,688000,2016,34500,20.51
4241,300000,647000,2017,30000,25.17
4242,390000,775000,2018,38000,23.84
4243,111000,689000,2006,49256,21.79
4244,125000,689000,2006,60000,14.0
4245,1150000,1928000,2016,79200,15.4
4246,350000,798000,2015,61107,19.02
4247,595000,1928000,2014,92000,10.5
4248,475000,681000,2016,65000,18.9
4249,575000,808000,2019,11800,19.83
4250,599000,863000,2018,25000,20.3
4251,425000,1120000,2015,72000,25.8
4252,290000,701000,2014,21980,20.51
4253,770000,1942000,2016,60000,21.38
4254,535000,1651000,2015,53000,26.0
4255,250000,715000,2010,80875,18.9
4256,800000,1328000,2017,35000,23.0
4257,950000,1399000,2019,10000,18.27
4258,598000,709000,2019,15000,18.9
4259,730000,981000,2020,3800,19.05
4260,875000,1262000,2018,10000,20.73
4261,670000,998000,2019,2000,19.5
4262,950000,1689000,2019,9000,23.9
4263,350000,981000,2015,25000,18.0
4264,650000,1141000,2018,54000,25.8
4265,675000,1332000,2017,127991,25.5
4266,900000,1946000,2016,112000,15.4
4267,370000,701000,2017,50000,20.51
4268,436000,710000,2017,20000,18.9
4269,589000,1629000,2015,38200,17.4
4270,625000,1046000,2017,70000,21.4
4271,650000,893000,2019,10000,20.7
4272,225000,909000,2011,32153,20.0
4273,180000,925000,2011,123000,20.0
4274,1600000,2373000,2019,16320,17.0
4275,200000,2141000,2010,120000,11.57
4276,1150000,2438000,2015,79000,16.0
4277,380000,906000,2015,25000,20.4
4278,600000,1909000,2011,23000,15.4
4279,475000,858000,2017,35000,18.16
4280,500000,1629000,2014,60000,17.4
4281,299000,689000,2013,16000,20.51
4282,495000,1312000,2014,40000,22.7
4283,675000,1714000,2016,53075,17.1
4284,650000,1276000,2020,3500,17.0
4285,324000,701000,2016,60000,20.51
4286,750000,1714000,2016,16300,17.01
4287,600000,1322000,2018,26000,17.0
4288,450000,710000,2018,10000,18.9
4289,320000,648000,2016,45049,25.17
4290,900000,1277000,2019,11800,17.0
4291,1100000,1772000,2017,52000,25.6
4292,409999,722000,2016,35000,18.9
4293,280000,1300000,2012,110000,17.0
4294,390000,701000,2018,30000,20.51
4295,640000,1279000,2016,35000,22.77
4296,915000,1978000,2018,40000,21.38
4297,330000,1243000,2012,70000,21.9
4298,600000,1707000,2015,54700,26.0
4299,379000,1629000,2012,55000,16.8
4300,215000,2141000,2011,140000,13.93
4301,595000,915000,2019,10000,21.21
4302,450000,1032000,2011,120000,13.6
4303,260000,723000,2010,50000,18.9
4304,1100000,1545000,2020,5000,17.3
4305,450000,1300000,2015,51000,18.6
4306,850000,1942000,2015,35000,19.67
4307,375000,599000,2019,15000,25.17
4308,400000,906000,2016,35000,20.4
4309,349000,560000,2018,14000,23.0
4310,225000,560000,2018,25000,22.7
4311,500000,883000,2017,40000,18.15
4312,240000,458000,2014,50000,22.74
4313,400000,872000,2016,15000,18.15
4314,775000,1474000,2018,51000,21.5
4315,1050000,1545000,2019,45800,17.3
4316,375000,1672000,2013,90000,15.04
4317,190000,1303000,2010,100000,17.0
4318,285000,588000,2017,25000,23.01
4319,450000,1560000,2013,38000,17.01
4320,500000,1300000,2015,80000,18.6
4321,800000,1255000,2018,15299,25.5
4322,520000,1130000,2017,25428,18.7
4323,250000,701000,2012,37000,18.9
4324,1050000,1284000,2019,15000,17.0
4325,1100000,1629000,2018,11000,17.14
4326,550000,701000,2019,30000,19.59
4327,480000,848000,2018,16000,18.15
4328,1150000,1748999,2019,45000,22.0
4329,685000,1277000,2018,10000,17.0
4330,139000,789000,2011,46132,15.6
4331,450000,1688000,2013,60000,22.32
4332,400000,981000,2016,56348,17.8
4333,420000,872000,2016,15000,18.15
4334,800000,981000,2019,5000,19.0
4335,330000,599000,2018,12000,25.17
4336,350000,599000,2017,9748,23.01
4337,650000,1149000,2016,48731,18.7
4338,590000,1973000,2014,100000,12.05
4339,775000,1748000,2016,27000,17.0
4340,450000,775000,2018,25000,23.84
4341,819999,2224000,2015,30000,15.1
4342,800000,1847000,2016,70000,19.08
4343,950000,1341000,2020,2600,18.27
4344,525000,1328000,2014,80000,22.7
4345,570000,1023000,2015,79661,25.83
4346,425000,1698000,2011,84470,16.8
4347,636000,722000,2020,1000,18.9
4348,299000,710000,2015,54111,19.81
4349,495000,1130000,2015,40000,18.7
4350,700000,1709000,2017,80000,26.0
4351,630000,1014000,2017,10000,22.0
4352,1350000,2136000,2018,73185,19.67
4353,710000,1003999,2019,10000,21.21
4354,360000,1032000,2013,200000,15.96
4355,500000,1358000,2013,30000,18.5
4356,329000,689000,2016,16000,20.51
4357,520000,783000,2019,5000,23.84
4358,430000,1748000,2011,102620,17.0
4359,180000,457000,2014,110000,22.74
4360,240000,505999,2015,50000,30.46
4361,499000,1256000,2016,19000,18.6
4362,1300000,1942000,2019,15000,17.6
4363,550000,998000,2018,33000,17.8
4364,375000,599000,2019,12123,23.01
4365,250000,606000,2016,35000,25.17
4366,200000,925000,2013,80000,20.0
4367,350000,701000,2017,35000,21.79
4368,775000,1277000,2017,69700,25.5
4369,150000,1256000,2011,31280,18.6
4370,960000,1909000,2016,50000,19.67
4371,250000,890000,2010,75000,16.1
4372,690000,1009000,2018,15850,26.1
4373,1100000,2276000,2017,35000,16.0
4374,229999,457000,2015,20000,22.74
4375,850000,1167000,2019,7000,19.34
4376,120000,723000,2007,60000,17.3
4377,850000,1592000,2017,15000,16.55
4378,475000,875000,2016,19543,18.16
4379,599000,1256000,2018,25000,18.6
4380,819999,1208000,2017,40000,17.5
4381,220000,818000,2012,23207,15.6
4382,575000,842000,2017,15000,20.89
4383,125000,701000,2007,70000,18.9
4384,1200000,2276000,2016,60000,16.0
4385,370000,599000,2016,15000,23.01
4386,540000,1023000,2014,50340,19.1
4387,325000,944000,2010,56000,20.0
4388,800000,1333000,2017,86300,25.5
4389,565000,906000,2018,13600,22.0
4390,350000,2141000,2013,60000,11.57
4391,345000,620000,2018,38000,25.17
4392,438999,1167000,2012,57000,16.02
4393,700000,1027000,2020,3600,21.01
4394,1050000,2010000,2019,15000,22.1
4395,810000,1130000,2019,4065,18.7
4396,565000,656000,2019,20000,23.1
4397,310000,689000,2014,36000,21.79
4398,910000,2013000,2018,80000,21.38
4399,170000,1560000,2011,50000,17.01
4400,450000,1909000,2013,180000,12.05
4401,650000,1255000,2015,30000,18.6
4402,470000,924000,2014,42120,18.6
4403,900000,1929000,2014,15000,14.0
4404,1250000,1673999,2019,4000,18.19
4405,575000,1723000,2014,146781,26.0
4406,215000,560000,2017,13000,22.7
4407,700000,1210000,2016,50000,17.5
4408,509999,1629000,2014,47000,16.8
4409,670000,1723000,2014,58719,26.0
4410,415000,620000,2019,4269,24.04
4411,899000,1651000,2018,28000,26.0
4412,1380000,2813000,2017,70000,13.68
4413,425000,643000,2017,39000,23.1
4414,375000,1748999,2013,120000,22.32
4415,650000,1034000,2020,15000,21.0
4416,254999,1119000,2006,120000,13.6
4417,630000,1009000,2018,31000,21.4
4418,359000,1072000,2013,68000,16.47
4419,350000,648000,2016,28842,25.17
4420,355000,622000,2018,60000,26.6
4421,675000,1629000,2016,60060,17.8
4422,875000,1629000,2017,14000,17.4
4423,515000,737000,2015,35000,18.9
4424,240000,925000,2012,50000,20.0
4425,372000,1107000,2014,45000,25.8
4426,450000,1748999,2012,85000,22.32
4427,680000,1257000,2019,30000,18.6
4428,490000,1560000,2015,27500,17.7
4429,1580000,2813000,2017,82000,13.68
4430,950000,1325000,2018,57000,23.0
4431,580000,1034000,2018,40000,15.96
4432,350000,1256000,2010,20000,18.5
4433,370000,1300000,2010,25000,18.5
4434,459999,1929000,2011,205000,11.79
4435,550000,1922000,2013,110000,11.79
4436,550000,722000,2019,25000,18.9
4437,440000,792000,2018,50000,20.62
4438,341000,1107000,2014,50000,25.8
4439,250000,457000,2017,60000,24.7
4440,310000,457000,2018,20000,24.7
4441,700000,1240000,2019,15000,22.54
4442,650000,1101000,2017,25000,17.5
4443,500000,1026000,2017,120000,21.1
4444,850000,1909000,2019,30000,15.4
4445,709000,1942000,2016,37859,21.38
4446,750000,844000,2018,7000,19.0
4447,275000,1032000,2010,211000,13.6
4448,375000,1300000,2014,70000,15.0
4449,350000,747000,2017,31000,23.84
4450,450000,1197000,2013,57692,21.27
4451,961000,1648999,2017,80000,25.6
4452,325000,544000,2018,2300,20.71
4453,430000,737000,2014,75570,18.9
4454,720000,1011999,2018,20000,24.4
4455,298000,449000,2017,14870,24.7
4456,375000,710000,2014,44500,18.9
4457,900000,1941000,2016,70000,21.38
4458,850000,1277000,2018,52000,25.5
4459,320000,599000,2017,30000,24.04
4460,400000,1107000,2016,40000,25.8
4461,280000,689000,2014,54099,18.9
4462,540000,1748999,2013,104500,22.32
4463,470000,1034000,2014,67000,21.0
4464,310000,1629000,2011,40142,17.0
4465,650000,1243000,2016,70800,22.54
4466,409000,676000,2017,5388,20.51
4467,265000,943000,2012,60000,20.0
4468,220000,925000,2013,95000,20.0
4469,625000,1325000,2016,150000,22.77
4470,356000,872000,2017,5000,18.15
4471,650000,869000,2019,5000,20.7
4472,750000,1673999,2017,57700,15.04
4473,275000,567000,2017,30000,22.7
4474,225000,1569000,2011,160000,15.8
4475,470000,1847000,2012,54000,22.32
4476,525000,981000,2017,35000,17.8
4477,600000,890000,2019,23000,21.21
4478,399000,689000,2017,10000,18.9
4479,299000,1085000,2012,45000,16.7
4480,551000,1723000,2014,142000,25.1
4481,675000,1629000,2015,10000,17.4
4482,530000,1300000,2016,30000,18.6
4483,590000,2281000,2014,50000,15.1
4484,950000,2224000,2015,15000,15.1
4485,450000,1560000,2014,45000,17.43
4486,350000,775000,2016,35000,23.84
4487,475000,1009000,2016,30000,21.4
4488,900000,2276000,2015,80000,16.0
4489,320000,1313000,2010,97780,25.2
4490,190000,738000,2014,35000,20.63
4491,1350000,1929000,2019,35000,16.36
4492,245000,986999,2009,51800,17.5
4493,595000,1629000,2015,50000,18.0
4494,770000,1306000,2018,40000,20.73
4495,199000,1072000,2011,199000,16.47
4496,630000,981000,2018,25000,19.5
4497,480000,1560000,2015,27900,17.43
4498,180000,701000,2007,48343,18.9
4499,229999,556000,2017,21300,22.7
4500,840000,167000,2010,58000,11.7
4501,680000,1474000,2018,50000,21.5
4502,319000,689000,2015,27300,20.52
4503,350000,761000,2016,25000,23.84
4504,550000,1325000,2016,79000,21.7
4505,1100000,1748999,2019,65000,22.0
4506,700000,1922000,2014,100000,12.05
4507,660000,1107000,2018,22000,25.8
4508,265000,689000,2012,50000,18.9
4509,360000,1126000,2013,66000,25.8
4510,350000,689000,2015,25000,18.9
4511,210000,457000,2015,30000,22.74
4512,250000,1300000,2010,70000,18.5
4513,300000,588000,2016,22000,25.17
4514,850000,1928000,2017,59800,15.4
4515,225000,560000,2017,16000,22.7
4516,468000,827000,2018,12000,20.89
4517,525000,2423000,2013,130600,22.7
4518,390000,1065000,2014,72000,16.47
4519,350000,643000,2017,20500,23.1
4520,180000,925000,2012,80000,20.0
4521,300000,466000,2015,32000,22.74
4522,620000,1018000,2017,25000,18.1
4523,1450000,1922000,2018,50000,16.36
4524,1030000,1441000,2019,20000,20.0
4525,285000,599000,2018,34000,25.17
4526,550000,1032000,2017,60000,15.96
4527,359000,1107000,2015,42380,25.8
4528,715000,1394000,2016,78000,22.77
4529,1100000,1293000,2020,5000,18.15
4530,700000,1300000,2018,15000,18.6
4531,300000,457000,2017,42691,24.7
4532,470000,762000,2019,10000,23.84
4533,275000,701000,2010,74804,18.9
4534,215000,701000,2011,30000,18.9
4535,925000,1909000,2015,55496,15.4
4536,225000,449000,2015,38568,22.74
4537,525000,1709000,2014,25000,26.0
4538,200000,701000,2009,50000,18.9
4539,240000,449000,2016,29000,22.74
4540,580000,826000,2017,44000,18.16
4541,1050000,1591000,2018,41000,17.3
4542,700000,1034000,2015,65211,15.96
4543,350000,620000,2017,9265,23.01
4544,480000,1026000,2016,67500,21.4
4545,450000,981000,2016,18800,18.0
4546,249000,1487000,2012,52120,15.04
4547,400000,891000,2014,47500,22.0
4548,675000,1167000,2017,18000,17.5
4549,509999,1394000,2014,72341,22.77
4550,750000,1255000,2017,30000,25.5
4551,500000,730000,2018,18200,18.9
4552,575000,1629000,2015,34277,17.8
4553,625000,1008000,2018,50000,21.4
4554,525000,986999,2017,23000,20.85
4555,290000,457000,2019,40000,24.7
4556,300000,1024000,2010,59117,17.5
4557,430000,1312000,2013,60000,22.7
4558,1590000,1826000,2019,9915,22.0
4559,415000,1560000,2013,48265,17.01
4560,550000,1300000,2019,23700,18.6
4561,320000,739000,2016,15000,20.63
4562,300000,1003999,2011,70000,17.5
4563,459999,891000,2017,30000,22.0
4564,740000,1300000,2017,11000,18.6
4565,210000,436000,2014,80000,22.74
4566,400000,775000,2018,30000,23.84
4567,550000,720000,2020,45000,26.55
4568,500000,1072000,2017,10000,16.2
4569,250000,449000,2016,13000,22.74
4570,750000,1352000,2016,55000,22.7
4571,450000,1302000,2014,43000,18.6
4572,475000,1300000,2015,87000,18.6
4573,539000,1629000,2016,31975,17.8
4574,888000,1325000,2017,40000,22.77
4575,285000,449000,2017,11000,24.7
4576,350000,1034000,2011,160000,13.6
4577,129000,689000,2009,36259,18.9
4578,379000,710000,2016,36000,18.9
4579,478000,656000,2017,4000,23.1
4580,210000,623000,2011,78000,26.2
4581,335000,1487000,2013,55000,15.04
4582,350000,689000,2015,32000,18.9
4583,1150000,2013000,2018,85000,19.67
4584,375000,1629000,2011,40833,16.8
4585,780000,1034000,2018,22000,15.96
4586,399000,1909000,2010,49000,12.05
4587,270000,458000,2017,18000,24.7
4588,1500000,1978000,2019,40000,20.5
4589,484999,709000,2017,29000,18.9
4590,825000,1306000,2019,40000,20.73
4591,409999,643000,2017,19000,23.1
4592,444000,1300000,2015,70000,18.6
4593,320000,623000,2016,68000,26.2
4594,780000,1306000,2018,10000,20.73
4595,816000,1714000,2020,5000,17.7
4596,450000,1003999,2015,50000,20.85
4597,1050000,1648999,2019,15000,25.6
4598,475000,1328000,2014,80900,22.7
4599,570000,1009000,2018,20000,21.01
4600,195000,2141000,2010,61000,13.93
4601,285000,457000,2015,49163,22.74
4602,900000,1474000,2018,21000,21.5
4603,775000,1111000,2019,13500,17.5
4604,515000,906000,2018,40000,22.0
4605,420000,1181000,2016,19000,16.2
4606,950000,1394000,2018,30000,23.0
4607,549000,1689000,2015,34105,23.9
4608,235000,688000,2012,60000,18.9
4609,206000,560000,2017,27500,22.7
4610,600000,1973000,2012,120000,11.79
4611,1250000,1617000,2019,15000,17.0
4612,319000,1003999,2013,60000,19.1
4613,635000,1130000,2017,26000,18.7
4614,225000,620000,2016,30000,25.17
4615,290000,1113000,2014,85000,16.47
4616,625000,891000,2020,1332,21.21
4617,350000,1197000,2011,50000,23.0
4618,1000000,1748999,2019,24500,24.0
4619,420000,701000,2019,15000,20.51
4620,850000,2281000,2013,40000,15.1
4621,900000,1474000,2019,40000,21.5
4622,1030000,2278000,2016,70000,16.0
4623,175000,492000,2012,56000,15.37
4624,1250000,2224000,2017,60000,16.0
4625,490000,606000,2019,7000,24.04
4626,409999,710000,2016,34000,18.9
4627,499000,1085000,2016,49000,16.6
4628,680000,1003999,2018,15000,21.21
4629,120000,1748999,2007,120000,16.8
4630,550000,843000,2018,15000,20.89
4631,730000,997000,2018,50000,24.4
4632,250000,492000,2015,70000,15.37
4633,380000,1044999,2014,225000,15.96
4634,335000,1072000,2013,35000,16.47
4635,1019999,1539000,2018,50000,21.5
4636,525000,1256000,2015,23114,18.6
4637,200000,1629000,2007,75075,17.7
4638,560000,746000,2020,15000,19.02
4639,259000,1085000,2012,46967,16.7
4640,389000,1560000,2012,40000,17.1
4641,500000,737000,2014,15000,18.9
4642,725000,1277000,2017,14636,15.9
4643,380000,847000,2018,20000,18.15
4644,240000,1256000,2011,38225,18.5
4645,400000,501000,2018,20000,15.37
4646,875000,1723000,2015,56210,26.0
4647,275000,791000,2015,45000,19.44
4648,660000,1302000,2019,25000,18.6
4649,300000,1769000,2007,44621,13.0
4650,600000,1130000,2018,44503,18.7
4651,320000,623000,2017,60000,26.6
4652,399000,981000,2015,59000,18.0
4653,500000,843000,2018,16000,20.89
4654,325000,632000,2015,11668,23.1
4655,1000000,1651000,2019,23000,16.55
4656,200000,2141000,2010,120000,11.57
4657,1350000,2010000,2018,105692,19.67
4658,200000,2378000,2007,60000,13.5
4659,420000,634000,2017,40000,23.1
4660,470000,1167000,2013,44500,19.01
4661,869999,1394000,2018,54400,21.7
4662,700000,2224000,2015,40000,15.1
4663,350000,986999,2013,70000,19.1
4664,550000,869000,2019,23000,20.0
4665,220000,599000,2016,10000,25.17
4666,400000,737000,2014,50000,18.9
4667,520000,1651000,2014,85000,26.0
4668,350000,648000,2016,27000,25.17
4669,800000,1709000,2016,122000,26.0
4670,325000,925000,2012,62230,20.0
4671,450000,1629000,2013,38000,16.8
4672,511000,1651000,2014,35000,26.0
4673,549000,1107000,2019,47001,25.8
4674,210000,944000,2010,80000,20.0
4675,240000,925000,2014,88000,20.0
4676,349000,560000,2018,14001,23.0
4677,475000,737000,2015,69000,18.9
4678,1526000,2813000,2019,50000,13.68
4679,785000,1684000,2016,80000,17.8
4680,459999,890000,2015,25000,20.4
4681,370000,620000,2018,25000,24.04
4682,525000,1325000,2015,142000,21.7
4683,322000,500000,2019,15000,15.37
4684,450000,1472000,2014,20000,15.0
4685,500000,1003999,2016,40000,20.85
4686,535000,1300000,2018,25000,18.6
4687,400000,1629000,2011,17000,16.8
4688,699000,1256000,2018,1493,18.6
4689,215000,457000,2015,48000,22.74
4690,700000,1684000,2015,58376,16.55
4691,1025000,1629000,2019,21000,17.8
4692,445000,1034000,2012,68000,13.6
4693,1560000,1963000,2019,5000,16.1
4694,1575000,2234000,2018,13000,14.62
4695,1200000,1888000,2017,51000,15.4
4696,575000,1629000,2017,55000,17.8
4697,800000,1026000,2019,10000,24.4
4698,625000,1015000,2018,47230,22.0
4699,725000,1262000,2018,23167,21.56
4700,425000,811999,2017,22115,20.89
4701,632000,923000,2019,38000,20.4
4702,175000,701000,2007,53000,21.79
4703,1848999,2733000,2018,27000,11.36
4704,270000,1302000,2011,62540,18.5
4705,1350000,2281000,2017,20000,16.0
4706,894999,1333000,2018,22000,25.5
4707,600000,1946000,2016,36908,15.4
4708,450000,1003999,2015,70000,20.85
4709,395000,1629000,2012,47000,16.8
4710,500000,722000,2018,40000,18.9
4711,515000,1106000,2016,40000,25.8
4712,450000,631000,2019,15000,23.1
4713,250000,1061000,2006,340000,13.6
4714,325000,467000,2016,16000,24.7
4715,300000,1629000,2006,40000,17.7
4716,250000,449000,2017,20000,24.7
4717,699000,1255000,2017,33000,25.5
4718,450000,867000,2015,30000,18.16
4719,465000,1922000,2012,70000,12.05
4720,450000,1044999,2012,80000,15.96
4721,550000,863000,2018,40000,20.3
4722,625000,1034000,2014,56467,15.96
4723,265000,791000,2015,14000,18.57
4724,200000,611000,2015,30000,25.17
4725,490000,752000,2019,3300,19.83
4726,875000,2064999,2016,120000,19.67
4727,1900000,2813000,2019,10000,11.36
4728,1000000,2010000,2019,35000,22.1
4729,600000,849000,2018,15572,20.3
4730,590000,1352000,2014,82100,23.0
4731,450000,1034000,2015,93648,15.96
4732,315000,872000,2017,94000,18.15
4733,850000,1948000,2016,25000,15.29
4734,180000,701000,2009,42000,18.9
4735,300000,1034000,2011,70000,13.6
4736,475000,1748999,2012,65000,23.9
4737,1125000,1614999,2017,10000,17.0
4738,449000,1277000,2013,39500,16.5
4739,750000,1243000,2018,38000,22.54
4740,170000,449000,2013,70000,22.74
4741,330000,981000,2014,44000,18.0
4742,795000,1394000,2018,74435,22.7
4743,240000,599000,2016,35000,25.17
4744,789000,1614999,2018,16300,19.1
4745,500000,1034000,2012,40000,15.96
4746,720000,1602000,2017,30000,15.0
4747,265000,925000,2014,58187,20.0
4748,390000,1244000,2013,65000,21.9
4749,320000,1240000,2013,100000,21.9
4750,1546000,2733000,2017,85000,13.68
4751,440000,998000,2017,85000,17.8
4752,450000,915000,2016,60000,20.4
4753,560000,1026000,2018,50000,21.4
4754,750000,1295000,2016,48000,22.54
4755,385000,632000,2016,35000,23.1
4756,770000,1941000,2016,121054,21.38
4757,725000,913000,2018,20000,19.0
4758,360000,689000,2016,11799,20.51
4759,555000,790000,2019,11000,23.84
4760,550000,906000,2018,26000,22.0
4761,599000,1072000,2018,19000,18.78
4762,590000,890000,2019,17600,21.21
4763,575000,722000,2018,26800,18.9
4764,545000,720000,2019,25000,20.3
4765,640000,1300000,2020,20000,20.35
4766,1750000,2370000,2019,20000,17.0
4767,360000,775000,2018,60000,23.84
4768,409999,1107000,2017,100000,25.8
4769,500000,925000,2015,76416,25.83
4770,525000,1312000,2014,38125,22.7
4771,600000,2378000,2012,80000,13.9
4772,640000,915000,2020,10000,22.0
4773,1700000,2327000,2019,10000,15.1
4774,925000,1652000,2018,21734,17.0
4775,530000,1341000,2016,35000,18.6
4776,850000,1313000,2017,35000,14.8
4777,1650000,2370000,2019,17000,17.0
4778,295000,701000,2014,40000,20.51
4779,1075000,2328000,2017,34000,16.0
4780,590000,1379000,2015,50000,22.7
4781,415000,1329000,2014,64000,22.7
4782,1099000,1405000,2019,12000,23.7
4783,395000,994999,2012,66581,17.4
4784,331000,1680000,2010,72000,16.8
4785,790000,1042000,2019,10000,21.4
4786,875000,1099000,2019,10000,17.5
4787,290000,1278000,2012,60000,18.5
4788,260000,2445000,2008,73235,13.5
4789,340000,898000,2012,62000,18.6
4790,570000,1042000,2017,44000,21.4
4791,560000,1329000,2014,46412,21.7
4792,850000,1372000,2019,15000,17.0
4793,436000,1692000,2012,18053,16.55
4794,422000,1274000,2015,60000,22.54
4795,484999,701000,2018,3944,20.51
4796,950000,2328000,2015,68000,16.0
4797,1250000,160000,2013,29000,14.74
4798,590000,1755000,2016,61225,26.0
4799,500000,994999,2015,40000,20.85
4800,525000,990000,2017,45000,15.5
4801,599000,1648999,2016,48000,26.0
4802,480000,1341000,2015,42101,18.6
